CARD_NO,MEMBER_NO,CARD_CODE,CARD_PASSWORD,VALID_DATE,CVC_NO,,
1111-1111-1111-5443,Z8744252261ST,,,,,,
1111-1111-1111-5444,Z8753275351ST,,,,,,
1111-1111-1111-5445,Z8753296381ST,,,,,,
1111-1111-1111-5446,Z8763244461ST,,,,,,
1111-1111-1111-5447,Z8763293701ST,,,,,,
1111-1111-1111-5448,Z8773002131ST,,,,,,
1111-1111-1111-5449,Z8784602131ST,,,,,,
1111-1111-1111-5450,Z8804220521ST,,,,,,
1111-1111-1111-5451,Z8804239511ST,,,,,,
1111-1111-1111-5452,Z8804240731ST,,,,,,
1111-1111-1111-5453,Z8804240941ST,,,,,,
1111-1111-1111-5454,Z8804286601ST,,,,,,
1111-1111-1111-5455,Z8813243211ST,,,,,,
1111-1111-1111-5456,Z8814235191ST,,,,,,
1111-1111-1111-5457,Z8814251031ST,,,,,,
1111-1111-1111-5458,Z8814252511ST,,,,,,
1111-1111-1111-5459,Z8814268831ST,,,,,,
1111-1111-1111-5460,Z8814273041ST,,,,,,
1111-1111-1111-5461,Z8814273171ST,,,,,,
1111-1111-1111-5462,Z8814273331ST,,,,,,
1111-1111-1111-5463,Z8814279791ST,,,,,,
1111-1111-1111-5464,Z8814286061ST,,,,,,
1111-1111-1111-5465,Z8814297871ST,,,,,,
1111-1111-1111-5466,Z8814299541ST,,,,,,
1111-1111-1111-5467,Z8823241071ST,,,,,,
1111-1111-1111-5468,Z8824213311ST,,,,,,
1111-1111-1111-5469,Z8824216451ST,,,,,,
1111-1111-1111-5470,Z8824230171ST,,,,,,
1111-1111-1111-5471,Z8824232611ST,,,,,,
1111-1111-1111-5472,Z8824233821ST,,,,,,
1111-1111-1111-5473,Z8824235331ST,,,,,,
1111-1111-1111-5474,Z8824237931ST,,,,,,
1111-1111-1111-5475,Z8824238301ST,,,,,,
1111-1111-1111-5476,Z8824246191ST,,,,,,
1111-1111-1111-5477,Z8824258961ST,,,,,,
1111-1111-1111-5478,Z8824263751ST,,,,,,
1111-1111-1111-5479,Z8824280501ST,,,,,,
1111-1111-1111-5480,Z8824285091ST,,,,,,
1111-1111-1111-5481,Z8833243851ST,,,,,,
1111-1111-1111-5482,Z8833259761ST,,,,,,
1111-1111-1111-5483,Z8833296651ST,,,,,,
1111-1111-1111-5484,Z8834275871ST,,,,,,
1111-1111-1111-5485,Z8844269881ST,,,,,,
1111-1111-1111-5486,Z8853272591ST,,,,,,
1111-1111-1111-5487,Z8853288491ST,,,,,,
1111-1111-1111-5488,Z8853290021ST,,,,,,
1111-1111-1111-5489,Z8863218851ST,,,,,,
1111-1111-1111-5490,Z8863224211ST,,,,,,
1111-1111-1111-5491,Z8863226531ST,,,,,,
1111-1111-1111-5492,Z8863228401ST,,,,,,
1111-1111-1111-5493,Z8863234081ST,,,,,,
1111-1111-1111-5494,Z8863260061ST,,,,,,
1111-1111-1111-5495,Z8863263651ST,,,,,,
1111-1111-1111-5496,Z8863273111ST,,,,,,
1111-1111-1111-5497,Z8863273981ST,,,,,,
1111-1111-1111-5498,Z8863277241ST,,,,,,
1111-1111-1111-5499,Z8863278581ST,,,,,,
1111-1111-1111-5500,Z8863291591ST,,,,,,
1111-1111-1111-5501,Z8863292641ST,,,,,,
1111-1111-1111-5502,Z8863295841ST,,,,,,
1111-1111-1111-5503,Z8863296221ST,,,,,,
1111-1111-1111-5504,Z8863299361ST,,,,,,
1111-1111-1111-5505,Z8903232101ST,,,,,,
1111-1111-1111-5506,Z8903234221ST,,,,,,
1111-1111-1111-5507,Z8903241131ST,,,,,,
1111-1111-1111-5508,Z8904262621ST,,,,,,
1111-1111-1111-5509,Z8904280381ST,,,,,,
1111-1111-1111-5510,Z8904289601ST,,,,,,
1111-1111-1111-5511,Z8914271481ST,,,,,,
1111-1111-1111-5512,Z8923247121ST,,,,,,
1111-1111-1111-5513,Z8924216381ST,,,,,,
1111-1111-1111-5514,Z8924263051ST,,,,,,
1111-1111-1111-5515,Z8924263061ST,,,,,,
1111-1111-1111-5516,Z8924285851ST,,,,,,
1111-1111-1111-5517,Z8924293441ST,,,,,,
1111-1111-1111-5518,Z8933226781ST,,,,,,
1111-1111-1111-5519,Z8933227391ST,,,,,,
1111-1111-1111-5520,Z8933253611ST,,,,,,
1111-1111-1111-5521,Z8934213121ST,,,,,,
1111-1111-1111-5522,Z8943210641ST,,,,,,
1111-1111-1111-5523,Z8963215671ST,,,,,,
1111-1111-1111-5524,Z8963246421ST,,,,,,
1111-1111-1111-5525,Z8963253681ST,,,,,,
1111-1111-1111-5526,Z8963260271ST,,,,,,
1111-1111-1111-5527,Z8963284011ST,,,,,,
1111-1111-1111-5528,Z8963286081ST,,,,,,
1111-1111-1111-5529,Z9014250111ST,,,,,,
1111-1111-1111-5530,Z9024212051ST,,,,,,
1111-1111-1111-5531,Z9024227931ST,,,,,,
1111-1111-1111-5532,Z9024268411ST,,,,,,
1111-1111-1111-5533,Z9024274511ST,,,,,,
1111-1111-1111-5534,Z9033222661ST,,,,,,
1111-1111-1111-5535,Z9033255051ST,,,,,,
1111-1111-1111-5536,Z9034220521ST,,,,,,
1111-1111-1111-5537,Z9034282441ST,,,,,,
1111-1111-1111-5538,Z9034296731ST,,,,,,
1111-1111-1111-5539,Z9043216501ST,,,,,,
1111-1111-1111-5540,Z9043219491ST,,,,,,
1111-1111-1111-5541,Z9043232581ST,,,,,,
1111-1111-1111-5542,Z9043280271ST,,,,,,
1111-1111-1111-5543,Z9043288011ST,,,,,,
1111-1111-1111-5544,Z9044226781ST,,,,,,
1111-1111-1111-5545,Z9044244991ST,,,,,,
1111-1111-1111-5546,Z9044277761ST,,,,,,
1111-1111-1111-5547,Z9053294371ST,,,,,,
1111-1111-1111-5548,Z9053299651ST,,,,,,
1111-1111-1111-5549,Z9054212091ST,,,,,,
1111-1111-1111-5550,Z9054212841ST,,,,,,
1111-1111-1111-5551,Z9054218091ST,,,,,,
1111-1111-1111-5552,Z9054220931ST,,,,,,
1111-1111-1111-5553,Z9054221341ST,,,,,,
1111-1111-1111-5554,Z9054244591ST,,,,,,
1111-1111-1111-5555,Z9054245181ST,,,,,,
1111-1111-1111-5556,Z9054249741ST,,,,,,
1111-1111-1111-5557,Z9054252641ST,,,,,,
1111-1111-1111-5558,Z9054273441ST,,,,,,
1111-1111-1111-5559,Z9054274151ST,,,,,,
1111-1111-1111-5560,Z9054277191ST,,,,,,
1111-1111-1111-5561,Z9054292601ST,,,,,,
1111-1111-1111-5562,Z9054293931ST,,,,,,
1111-1111-1111-5563,Z9063222321ST,,,,,,
1111-1111-1111-5564,Z9063230351ST,,,,,,
1111-1111-1111-5565,Z9073299561ST,,,,,,
1111-1111-1111-5566,Z9104255211ST,,,,,,
1111-1111-1111-5567,Z9104297101ST,,,,,,
1111-1111-1111-5568,Z9113240781ST,,,,,,
1111-1111-1111-5569,Z9113240801ST,,,,,,
1111-1111-1111-5570,Z9113266371ST,,,,,,
1111-1111-1111-5571,Z9114247591ST,,,,,,
1111-1111-1111-5572,Z9123235221ST,,,,,,
1111-1111-1111-5573,Z9124248431ST,,,,,,
1111-1111-1111-5574,Z9124256971ST,,,,,,
1111-1111-1111-5575,Z9134232181ST,,,,,,
1111-1111-1111-5576,Z9134252881ST,,,,,,
1111-1111-1111-5577,Z9143217921ST,,,,,,
1111-1111-1111-5578,Z9143224041ST,,,,,,
1111-1111-1111-5579,Z9143296281ST,,,,,,
1111-1111-1111-5580,Z9143299791ST,,,,,,
1111-1111-1111-5581,Z9144222571ST,,,,,,
1111-1111-1111-5582,Z9144240091ST,,,,,,
1111-1111-1111-5583,Z9153242851ST,,,,,,
1111-1111-1111-5584,Z9153262391ST,,,,,,
1111-1111-1111-5585,Z9153274971ST,,,,,,
1111-1111-1111-5586,Z9154214161ST,,,,,,
1111-1111-1111-5587,Z9154226811ST,,,,,,
1111-1111-1111-5588,Z9163233351ST,,,,,,
1111-1111-1111-5589,Z9163254851ST,,,,,,
1111-1111-1111-5590,Z9173237491ST,,,,,,
1111-1111-1111-5591,Z9173274801ST,,,,,,
1111-1111-1111-5592,Z9173297101ST,,,,,,
1111-1111-1111-5593,Z9204235311ST,,,,,,
1111-1111-1111-5594,Z9213219591ST,,,,,,
1111-1111-1111-5595,Z9213231391ST,,,,,,
1111-1111-1111-5596,Z9213243371ST,,,,,,
1111-1111-1111-5597,Z9213250741ST,,,,,,
1111-1111-1111-5598,Z9213274821ST,,,,,,
1111-1111-1111-5599,Z9214216091ST,,,,,,
1111-1111-1111-5600,Z9214221541ST,,,,,,
1111-1111-1111-5601,Z9214245451ST,,,,,,
1111-1111-1111-5602,Z9214296531ST,,,,,,
1111-1111-1111-5603,Z9223252841ST,,,,,,
1111-1111-1111-5604,Z9223252991ST,,,,,,
1111-1111-1111-5605,Z9223277381ST,,,,,,
1111-1111-1111-5606,Z9234234681ST,,,,,,
1111-1111-1111-5607,Z9234240521ST,,,,,,
1111-1111-1111-5608,Z9234284791ST,,,,,,
1111-1111-1111-5609,Z9234287201ST,,,,,,
1111-1111-1111-5610,Z9243299491ST,,,,,,
1111-1111-1111-5611,Z9244229241ST,,,,,,
1111-1111-1111-5612,Z9253213601ST,,,,,,
1111-1111-1111-5613,Z9253217411ST,,,,,,
1111-1111-1111-5614,Z9253247141ST,,,,,,
1111-1111-1111-5615,Z9253251661ST,,,,,,
1111-1111-1111-5616,Z9253275411ST,,,,,,
1111-1111-1111-5617,Z9253277381ST,,,,,,
1111-1111-1111-5618,Z9253280451ST,,,,,,
1111-1111-1111-5619,Z9253299731ST,,,,,,
1111-1111-1111-5620,Z9263250781ST,,,,,,
1111-1111-1111-5621,Z9263284051ST,,,,,,
1111-1111-1111-5622,Z9273224361ST,,,,,,
1111-1111-1111-5623,Z9273224441ST,,,,,,
1111-1111-1111-5624,Z9273236811ST,,,,,,
1111-1111-1111-5625,Z9273257271ST,,,,,,
1111-1111-1111-5626,Z9273278651ST,,,,,,
1111-1111-1111-5627,Z9304216791ST,,,,,,
1111-1111-1111-5628,Z9313238881ST,,,,,,
1111-1111-1111-5629,Z9313254531ST,,,,,,
1111-1111-1111-5630,Z9313255491ST,,,,,,
1111-1111-1111-5631,Z9313276491ST,,,,,,
1111-1111-1111-5632,Z9313280471ST,,,,,,
1111-1111-1111-5633,Z9313296661ST,,,,,,
1111-1111-1111-5634,Z9314263641ST,,,,,,
1111-1111-1111-5635,Z9314295771ST,,,,,,
1111-1111-1111-5636,Z9323246731ST,,,,,,
1111-1111-1111-5637,Z9324211151ST,,,,,,
1111-1111-1111-5638,Z9324223311ST,,,,,,
1111-1111-1111-5639,Z9324255861ST,,,,,,
1111-1111-1111-5640,Z9334235071ST,,,,,,
1111-1111-1111-5641,Z9334240071ST,,,,,,
1111-1111-1111-5642,Z9334280061ST,,,,,,
1111-1111-1111-5643,Z9344225401ST,,,,,,
1111-1111-1111-5644,Z9344225831ST,,,,,,
1111-1111-1111-5645,Z9344227011ST,,,,,,
1111-1111-1111-5646,Z9353215751ST,,,,,,
1111-1111-1111-5647,Z9353216331ST,,,,,,
1111-1111-1111-5648,Z9353241301ST,,,,,,
1111-1111-1111-5649,Z9353243431ST,,,,,,
1111-1111-1111-5650,Z9353268441ST,,,,,,
1111-1111-1111-5651,Z9353269791ST,,,,,,
1111-1111-1111-5652,Z9353280571ST,,,,,,
1111-1111-1111-5653,Z9353297991ST,,,,,,
1111-1111-1111-5654,Z9373226201ST,,,,,,
1111-1111-1111-5655,Z9373277551ST,,,,,,
1111-1111-1111-5656,Z9373291971ST,,,,,,
1111-1111-1111-5657,Z9379301951ST,,,,,,
1111-1111-1111-5658,Z9404269161ST,,,,,,
1111-1111-1111-5659,Z9404292501ST,,,,,,
1111-1111-1111-5660,Z9404293101ST,,,,,,
1111-1111-1111-5661,Z9413216911ST,,,,,,
1111-1111-1111-5662,Z9413241371ST,,,,,,
1111-1111-1111-5663,Z9413265111ST,,,,,,
1111-1111-1111-5664,Z9413278711ST,,,,,,
1111-1111-1111-5665,Z9414224781ST,,,,,,
1111-1111-1111-5666,Z9414230331ST,,,,,,
1111-1111-1111-5667,Z9414244611ST,,,,,,
1111-1111-1111-5668,Z9414250511ST,,,,,,
1111-1111-1111-5669,Z9414251911ST,,,,,,
1111-1111-1111-5670,Z9414252121ST,,,,,,
1111-1111-1111-5671,Z9414272071ST,,,,,,
1111-1111-1111-5672,Z9414279441ST,,,,,,
1111-1111-1111-5673,Z9414287951ST,,,,,,
1111-1111-1111-5674,Z9423231611ST,,,,,,
1111-1111-1111-5675,Z9423259161ST,,,,,,
1111-1111-1111-5676,Z9423262491ST,,,,,,
1111-1111-1111-5677,Z9424227511ST,,,,,,
1111-1111-1111-5678,Z9424228411ST,,,,,,
1111-1111-1111-5679,Z9424266631ST,,,,,,
1111-1111-1111-5680,Z9434235611ST,,,,,,
1111-1111-1111-5681,Z9434239121ST,,,,,,
1111-1111-1111-5682,Z9434243111ST,,,,,,
1111-1111-1111-5683,Z9434246931ST,,,,,,
1111-1111-1111-5684,Z9434257311ST,,,,,,
1111-1111-1111-5685,Z9434266801ST,,,,,,
1111-1111-1111-5686,Z9434273871ST,,,,,,
1111-1111-1111-5687,Z9434284131ST,,,,,,
1111-1111-1111-5688,Z9434299651ST,,,,,,
1111-1111-1111-5689,Z9443218061ST,,,,,,
1111-1111-1111-5690,Z9443246591ST,,,,,,
1111-1111-1111-5691,Z9443250741ST,,,,,,
1111-1111-1111-5692,Z9443262841ST,,,,,,
1111-1111-1111-5693,Z9444243791ST,,,,,,
1111-1111-1111-5694,Z9453260411ST,,,,,,
1111-1111-1111-5695,Z9463224191ST,,,,,,
1111-1111-1111-5696,Z9463266441ST,,,,,,
1111-1111-1111-5697,Z9463280201ST,,,,,,
1111-1111-1111-5698,Z9463283461ST,,,,,,
1111-1111-1111-5699,Z9473214761ST,,,,,,
1111-1111-1111-5700,Z9473228481ST,,,,,,
1111-1111-1111-5701,Z9504212631ST,,,,,,
1111-1111-1111-5702,Z9504231381ST,,,,,,
1111-1111-1111-5703,Z9504231831ST,,,,,,
1111-1111-1111-5704,Z9504234581ST,,,,,,
1111-1111-1111-5705,Z9504241241ST,,,,,,
1111-1111-1111-5706,Z9504249141ST,,,,,,
1111-1111-1111-5707,Z9504251361ST,,,,,,
1111-1111-1111-5708,Z9504254911ST,,,,,,
1111-1111-1111-5709,Z9504255351ST,,,,,,
1111-1111-1111-5710,Z9504270441ST,,,,,,
1111-1111-1111-5711,Z9504281741ST,,,,,,
1111-1111-1111-5712,Z9504292971ST,,,,,,
1111-1111-1111-5713,Z9504296461ST,,,,,,
1111-1111-1111-5714,Z9513246191ST,,,,,,
1111-1111-1111-5715,Z9514214381ST,,,,,,
1111-1111-1111-5716,Z9514237681ST,,,,,,
1111-1111-1111-5717,Z9514242401ST,,,,,,
1111-1111-1111-5718,Z9514252391ST,,,,,,
1111-1111-1111-5719,Z9514271071ST,,,,,,
1111-1111-1111-5720,Z9523213031ST,,,,,,
1111-1111-1111-5721,Z9523253081ST,,,,,,
1111-1111-1111-5722,Z9523285011ST,,,,,,
1111-1111-1111-5723,Z9523290061ST,,,,,,
1111-1111-1111-5724,Z9524215931ST,,,,,,
1111-1111-1111-5725,Z9524227841ST,,,,,,
1111-1111-1111-5726,Z9524232111ST,,,,,,
1111-1111-1111-5727,Z9524257021ST,,,,,,
1111-1111-1111-5728,Z9524262411ST,,,,,,
1111-1111-1111-5729,Z9533246991ST,,,,,,
1111-1111-1111-5730,Z9534210131ST,,,,,,
1111-1111-1111-5731,Z9534213601ST,,,,,,
1111-1111-1111-5732,Z9534216541ST,,,,,,
1111-1111-1111-5733,Z9534217061ST,,,,,,
1111-1111-1111-5734,Z9534219911ST,,,,,,
1111-1111-1111-5735,Z9534220851ST,,,,,,
1111-1111-1111-5736,Z9534223671ST,,,,,,
1111-1111-1111-5737,Z9534224151ST,,,,,,
1111-1111-1111-5738,Z9534224771ST,,,,,,
1111-1111-1111-5739,Z9534224981ST,,,,,,
1111-1111-1111-5740,Z9534225381ST,,,,,,
1111-1111-1111-5741,Z9534225421ST,,,,,,
1111-1111-1111-5742,Z9534227711ST,,,,,,
1111-1111-1111-5743,Z9534228891ST,,,,,,
1111-1111-1111-5744,Z9534229221ST,,,,,,
1111-1111-1111-5745,Z9534230611ST,,,,,,
1111-1111-1111-5746,Z9534231581ST,,,,,,
1111-1111-1111-5747,Z9534233371ST,,,,,,
1111-1111-1111-5748,Z9534234381ST,,,,,,
1111-1111-1111-5749,Z9534236321ST,,,,,,
1111-1111-1111-5750,Z9534237251ST,,,,,,
1111-1111-1111-5751,Z9534237591ST,,,,,,
1111-1111-1111-5752,Z9534238721ST,,,,,,
1111-1111-1111-5753,Z9534240551ST,,,,,,
1111-1111-1111-5754,Z9534241301ST,,,,,,
1111-1111-1111-5755,Z9534242271ST,,,,,,
1111-1111-1111-5756,Z9534245321ST,,,,,,
1111-1111-1111-5757,Z9534245671ST,,,,,,
1111-1111-1111-5758,Z9534247571ST,,,,,,
1111-1111-1111-5759,Z9534248621ST,,,,,,
1111-1111-1111-5760,Z9534249681ST,,,,,,
1111-1111-1111-5761,Z9534252501ST,,,,,,
1111-1111-1111-5762,Z9534253541ST,,,,,,
1111-1111-1111-5763,Z9534254381ST,,,,,,
1111-1111-1111-5764,Z9534255011ST,,,,,,
1111-1111-1111-5765,Z9534255551ST,,,,,,
1111-1111-1111-5766,Z9534256051ST,,,,,,
1111-1111-1111-5767,Z9534257291ST,,,,,,
1111-1111-1111-5768,Z9534258371ST,,,,,,
1111-1111-1111-5769,Z9534258841ST,,,,,,
1111-1111-1111-5770,Z9534264611ST,,,,,,
1111-1111-1111-5771,Z9534265011ST,,,,,,
1111-1111-1111-5772,Z9534265661ST,,,,,,
1111-1111-1111-5773,Z9534266181ST,,,,,,
1111-1111-1111-5774,Z9534266991ST,,,,,,
1111-1111-1111-5775,Z9534268031ST,,,,,,
1111-1111-1111-5776,Z9534268791ST,,,,,,
1111-1111-1111-5777,Z9534269431ST,,,,,,
1111-1111-1111-5778,Z9534271931ST,,,,,,
1111-1111-1111-5779,Z9534272811ST,,,,,,
1111-1111-1111-5780,Z9534273281ST,,,,,,
1111-1111-1111-5781,Z9534275061ST,,,,,,
1111-1111-1111-5782,Z9534276421ST,,,,,,
1111-1111-1111-5783,Z9534276911ST,,,,,,
1111-1111-1111-5784,Z9534278471ST,,,,,,
1111-1111-1111-5785,Z9534278501ST,,,,,,
1111-1111-1111-5786,Z9534280531ST,,,,,,
1111-1111-1111-5787,Z9534282911ST,,,,,,
1111-1111-1111-5788,Z9534284181ST,,,,,,
1111-1111-1111-5789,Z9534284741ST,,,,,,
1111-1111-1111-5790,Z9534284951ST,,,,,,
1111-1111-1111-5791,Z9534285491ST,,,,,,
1111-1111-1111-5792,Z9534285571ST,,,,,,
1111-1111-1111-5793,Z9534287621ST,,,,,,
1111-1111-1111-5794,Z9534289681ST,,,,,,
1111-1111-1111-5795,Z9534289701ST,,,,,,
1111-1111-1111-5796,Z9534292231ST,,,,,,
1111-1111-1111-5797,Z9534293971ST,,,,,,
1111-1111-1111-5798,Z9534295231ST,,,,,,
1111-1111-1111-5799,Z9534295571ST,,,,,,
1111-1111-1111-5800,Z9534295651ST,,,,,,
1111-1111-1111-5801,Z9534297811ST,,,,,,
1111-1111-1111-5802,Z9534298771ST,,,,,,
1111-1111-1111-5803,Z9543257361ST,,,,,,
1111-1111-1111-5804,Z9544215521ST,,,,,,
1111-1111-1111-5805,Z9544222891ST,,,,,,
1111-1111-1111-5806,Z9544224881ST,,,,,,
1111-1111-1111-5807,Z9544236621ST,,,,,,
1111-1111-1111-5808,Z9544241761ST,,,,,,
1111-1111-1111-5809,Z9544243521ST,,,,,,
1111-1111-1111-5810,Z9544244771ST,,,,,,
1111-1111-1111-5811,Z9544250321ST,,,,,,
1111-1111-1111-5812,Z9544255611ST,,,,,,
1111-1111-1111-5813,Z9544266711ST,,,,,,
1111-1111-1111-5814,Z9544281561ST,,,,,,
1111-1111-1111-5815,Z9544289361ST,,,,,,
1111-1111-1111-5816,Z9553212311ST,,,,,,
1111-1111-1111-5817,Z9563217801ST,,,,,,
1111-1111-1111-5818,Z9573253981ST,,,,,,
1111-1111-1111-5819,Z9573264621ST,,,,,,
1111-1111-1111-5820,Z9604231201ST,,,,,,
1111-1111-1111-5821,Z9604254231ST,,,,,,
1111-1111-1111-5822,Z9604275591ST,,,,,,
1111-1111-1111-5823,Z9604281541ST,,,,,,
1111-1111-1111-5824,Z9604290611ST,,,,,,
1111-1111-1111-5825,Z9604292291ST,,,,,,
1111-1111-1111-5826,Z9614216021ST,,,,,,
1111-1111-1111-5827,Z9614218021ST,,,,,,
1111-1111-1111-5828,Z9614223151ST,,,,,,
1111-1111-1111-5829,Z9614233471ST,,,,,,
1111-1111-1111-5830,Z9614258271ST,,,,,,
1111-1111-1111-5831,Z9614265741ST,,,,,,
1111-1111-1111-5832,Z9614269781ST,,,,,,
1111-1111-1111-5833,Z9614281871ST,,,,,,
1111-1111-1111-5834,Z9614282681ST,,,,,,
1111-1111-1111-5835,Z9614296451ST,,,,,,
1111-1111-1111-5836,Z9623241791ST,,,,,,
1111-1111-1111-5837,Z9623285941ST,,,,,,
1111-1111-1111-5838,Z9623289071ST,,,,,,
1111-1111-1111-5839,Z9624215581ST,,,,,,
1111-1111-1111-5840,Z9624218791ST,,,,,,
1111-1111-1111-5841,Z9624225551ST,,,,,,
1111-1111-1111-5842,Z9624233491ST,,,,,,
1111-1111-1111-5843,Z9624240981ST,,,,,,
1111-1111-1111-5844,Z9624253731ST,,,,,,
1111-1111-1111-5845,Z9624256421ST,,,,,,
1111-1111-1111-5846,Z9624260741ST,,,,,,
1111-1111-1111-5847,Z9624270121ST,,,,,,
1111-1111-1111-5848,Z9633243531ST,,,,,,
1111-1111-1111-5849,Z9633295431ST,,,,,,
1111-1111-1111-5850,Z9634219021ST,,,,,,
1111-1111-1111-5851,Z9634224271ST,,,,,,
1111-1111-1111-5852,Z9634225931ST,,,,,,
1111-1111-1111-5853,Z9634249671ST,,,,,,
1111-1111-1111-5854,Z9634252441ST,,,,,,
1111-1111-1111-5855,Z9634278351ST,,,,,,
1111-1111-1111-5856,Z9634299041ST,,,,,,
1111-1111-1111-5857,Z9634299241ST,,,,,,
1111-1111-1111-5858,Z9643217681ST,,,,,,
1111-1111-1111-5859,Z9643248351ST,,,,,,
1111-1111-1111-5860,Z9643284021ST,,,,,,
1111-1111-1111-5861,Z9644219181ST,,,,,,
1111-1111-1111-5862,Z9644223591ST,,,,,,
1111-1111-1111-5863,Z9644225881ST,,,,,,
1111-1111-1111-5864,Z9644232281ST,,,,,,
1111-1111-1111-5865,Z9644234291ST,,,,,,
1111-1111-1111-5866,Z9644254431ST,,,,,,
1111-1111-1111-5867,Z9644254491ST,,,,,,
1111-1111-1111-5868,Z9644272241ST,,,,,,
1111-1111-1111-5869,Z9644272501ST,,,,,,
1111-1111-1111-5870,Z9644282341ST,,,,,,
1111-1111-1111-5871,Z9644282481ST,,,,,,
1111-1111-1111-5872,Z9644286251ST,,,,,,
1111-1111-1111-5873,Z9644294061ST,,,,,,
1111-1111-1111-5874,Z9644298501ST,,,,,,
1111-1111-1111-5875,Z9644299831ST,,,,,,
1111-1111-1111-5876,Z9653253241ST,,,,,,
1111-1111-1111-5877,Z9663211431ST,,,,,,
1111-1111-1111-5878,Z9663232531ST,,,,,,
1111-1111-1111-5879,Z9704210901ST,,,,,,
1111-1111-1111-5880,Z9704263311ST,,,,,,
1111-1111-1111-5881,Z9714210841ST,,,,,,
1111-1111-1111-5882,Z9714211351ST,,,,,,
1111-1111-1111-5883,Z9714213401ST,,,,,,
1111-1111-1111-5884,Z9714214011ST,,,,,,
1111-1111-1111-5885,Z9714215141ST,,,,,,
1111-1111-1111-5886,Z9714217991ST,,,,,,
1111-1111-1111-5887,Z9714218621ST,,,,,,
1111-1111-1111-5888,Z9714229201ST,,,,,,
1111-1111-1111-5889,Z9714231601ST,,,,,,
1111-1111-1111-5890,Z9714235601ST,,,,,,
1111-1111-1111-5891,Z9714236851ST,,,,,,
1111-1111-1111-5892,Z9714238941ST,,,,,,
1111-1111-1111-5893,Z9714240351ST,,,,,,
1111-1111-1111-5894,Z9714240701ST,,,,,,
1111-1111-1111-5895,Z9714246531ST,,,,,,
1111-1111-1111-5896,Z9714249621ST,,,,,,
1111-1111-1111-5897,Z9714255601ST,,,,,,
1111-1111-1111-5898,Z9714259551ST,,,,,,
1111-1111-1111-5899,Z9714265201ST,,,,,,
1111-1111-1111-5900,Z9714266361ST,,,,,,
1111-1111-1111-5901,Z9714266601ST,,,,,,
1111-1111-1111-5902,Z9714267161ST,,,,,,
1111-1111-1111-5903,Z9714268231ST,,,,,,
1111-1111-1111-5904,Z9714268401ST,,,,,,
1111-1111-1111-5905,Z9714274301ST,,,,,,
1111-1111-1111-5906,Z9714274491ST,,,,,,
1111-1111-1111-5907,Z9714275751ST,,,,,,
1111-1111-1111-5908,Z9714278521ST,,,,,,
1111-1111-1111-5909,Z9714280091ST,,,,,,
1111-1111-1111-5910,Z9714285441ST,,,,,,
1111-1111-1111-5911,Z9714287251ST,,,,,,
1111-1111-1111-5912,Z9714290201ST,,,,,,
1111-1111-1111-5913,Z9714291161ST,,,,,,
1111-1111-1111-5914,Z9714292151ST,,,,,,
1111-1111-1111-5915,Z9714292581ST,,,,,,
1111-1111-1111-5916,Z9714293741ST,,,,,,
1111-1111-1111-5917,Z9714299641ST,,,,,,
1111-1111-1111-5918,Z9723210641ST,,,,,,
1111-1111-1111-5919,Z9723252411ST,,,,,,
1111-1111-1111-5920,Z9724210101ST,,,,,,
1111-1111-1111-5921,Z9724210641ST,,,,,,
1111-1111-1111-5922,Z9724212231ST,,,,,,
1111-1111-1111-5923,Z9724212481ST,,,,,,
1111-1111-1111-5924,Z9724213131ST,,,,,,
1111-1111-1111-5925,Z9724218561ST,,,,,,
1111-1111-1111-5926,Z9724219021ST,,,,,,
1111-1111-1111-5927,Z9724219281ST,,,,,,
1111-1111-1111-5928,Z9724220101ST,,,,,,
1111-1111-1111-5929,Z9724228401ST,,,,,,
1111-1111-1111-5930,Z9724231641ST,,,,,,
1111-1111-1111-5931,Z9724232771ST,,,,,,
1111-1111-1111-5932,Z9724233991ST,,,,,,
1111-1111-1111-5933,Z9724239091ST,,,,,,
1111-1111-1111-5934,Z9724240501ST,,,,,,
1111-1111-1111-5935,Z9724240621ST,,,,,,
1111-1111-1111-5936,Z9724243671ST,,,,,,
1111-1111-1111-5937,Z9724246241ST,,,,,,
1111-1111-1111-5938,Z9724246311ST,,,,,,
1111-1111-1111-5939,Z9724246631ST,,,,,,
1111-1111-1111-5940,Z9724247741ST,,,,,,
1111-1111-1111-5941,Z9724248631ST,,,,,,
1111-1111-1111-5942,Z9724250411ST,,,,,,
1111-1111-1111-5943,Z9724250961ST,,,,,,
1111-1111-1111-5944,Z9724254791ST,,,,,,
1111-1111-1111-5945,Z9724255421ST,,,,,,
1111-1111-1111-5946,Z9724256441ST,,,,,,
1111-1111-1111-5947,Z9724258471ST,,,,,,
1111-1111-1111-5948,Z9724262401ST,,,,,,
1111-1111-1111-5949,Z9724264931ST,,,,,,
1111-1111-1111-5950,Z9724266471ST,,,,,,
1111-1111-1111-5951,Z9724268221ST,,,,,,
1111-1111-1111-5952,Z9724281631ST,,,,,,
1111-1111-1111-5953,Z9724282171ST,,,,,,
1111-1111-1111-5954,Z9724283081ST,,,,,,
1111-1111-1111-5955,Z9724284771ST,,,,,,
1111-1111-1111-5956,Z9724287411ST,,,,,,
1111-1111-1111-5957,Z9724287691ST,,,,,,
1111-1111-1111-5958,Z9724289011ST,,,,,,
